9   14   -13603.2
9   15   -13604.3
9   16   -13605.6
9   17   -13605.5
9   18   -13607.7
9   19   -13608.5
9   2   -13590
9   20   -13609.3
9   21   -13610.5
9   22   -13611.5
9   23   -13612.7
9   24   -13613.9
9   25   -13614.9
9   26   -13615.6
9   27   -13616.9
9   28   -13617.9
9   29   -13618.9
9   3   -13591.2
9   30   -13619.9
9   4   -13592.4
9   5   -13593.4
9   6   -13594.5
9   7   -13595.6
9   8   -13596.7
9   9   -13597.8
